name;image_path;stock;msrp;brand;description;specifications;content;short_description;short_description_html;category;category_parent;precio_neto_compra;precio_venta_cliente_final;PVP;ean;published;created;modified;params;related_products;extra_images_paths;category_id
10XAJ-BRANDPLATES-B;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-B/10XAJ-BRANDPLATES-B.png;high;95.65;AJAX;"<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Embalagem de 10 capas personalizáveis para sirene de exterior AJ-STREETSIRENCUSTOM-B e FIBRA-STREETSIRENCUSTOM-B</li><li>Apto para uso exterior</li><li>As sirenes AJ-STREETSIRENCUSTOM-B e FIBRA-STREETSIRENCUSTOM-B não estão incluídas</li><li>Cor preto</li></ul>";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Modelo</strong></td><td  >10XAJ-BRANDPLATES-B: Tampa personalizável para sirene externa</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Unidades</strong></td><td  >10</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >AJ-STREETSIRENCUSTOM-B e FIBRA-STREETSIRENCUSTOM-B</td></tr></tbody></table>";"<ul class=""article_list""><li>Pack de 10 cobertas personalizáveis para sirene exterior</li><li>Manual de instruções</li><li>Material de montagem</li></ul>";Pack 10 cobertas personalizáveis para sirene exterior - Cor preto - Apto para uso exterior - Sirene não incluída ;<ul><li>Pack 10 cobertas personalizáveis para sirene exterior</li><li>Cor preto</li><li>Apto para uso exterior</li><li>Sirene não incluída </li></ul>;Acessórios;Ajax Wireless;45.9;95.65;102;4,82311E+12;1;29/07/2020 09:50;27/05/2025 07:12;"{""gama"":""Linha de base"",""color"":""Preto"",""uso"":""EXTERIOR"",""tipo"":""Sirene"",""categoria"":""Acess\u00f3rios"",""marca"":""AJAX"",""stock"":""High""}";FIBRA-STREETSIRENCUSTOM-B,AJ-STREETSIRENCUSTOM-B;"{""details"":[""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-B/detalle1.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-B/detalle1_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-B/detalle2.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-B/detalle2_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-B/detalle3.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-B/detalle3_thumb.png""]}";239
10XAJ-BRANDPLATES-W;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/10XAJ-BRANDPLATES-W.png;high;95.65;AJAX;"<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Embalagem de 10 capas personalizáveis para sirene de exterior AJ-STREETSIRENCUSTOM-W e FIBRA-STREETSIRENCUSTOM-W</li><li>Adequado para utilização no exterior - Sirene AJ-STREETSIRENCUSTOM-W e FIBRA-STREETSIRENCUSTOM-W não incluídas</li><li>Cor branco</li></ul>";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Modelo</strong></td><td  >10XAJ-BRANDPLATES-W: Tampa personalizável para sirene externa</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Unidades</strong></td><td  >10</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >AJ-STREETSIRENCUSTOM-W e FIBRA-STREETSIRENCUSTOM-W</td></tr></tbody></table>";"<ul class=""article_list""><li>Pack de 10 cobertas personalizáveis para sirene exterior</li><li>Manual de instruções</li><li>Material de montagem</li></ul>";Pack 10 cobertas personalizáveis para sirene exterior - Cor branco - Apto para uso exterior - Sirene não incluída;<ul><li>Pack 10 cobertas personalizáveis para sirene exterior</li><li>Cor branco</li><li>Apto para uso exterior</li><li>Sirene não incluída</li></ul>;Acessórios;Ajax Wireless;45.9;95.65;102;4,82311E+12;1;13/06/2020 09:38;27/05/2025 20:24;"{""gama"":""Linha de base"",""color"":""Branco"",""uso"":""EXTERIOR"",""tipo"":""Sirene"",""categoria"":""Acess\u00f3rios"",""marca"":""AJAX"",""stock"":""High""}";FIBRA-STREETSIRENCUSTOM-W,AJ-STREETSIRENCUSTOM-W;"{""details"":[""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle1.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle1_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle2.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle2_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle3.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle3_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle4.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle4_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle5.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-BRANDPLATES-W/detalle5_thumb.png""]}";239
10XAJ-KEYMCP;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-KEYMCP/10XAJ-KEYMCP.png;high;0.00;AJAX;"<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Conjunto de 10 ferramentas para repor o botão de alarme do AJ-MANUALCALLPOINT-RED/BLUE/YELLOW/WHITE/GREEN</li><li>Cor preto
</li></ul>";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Modelo</strong></td><td  >10XAJ-KEYMCP: Ferramenta de reposição do botão de alarme</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Unidades</strong></td><td  >10</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >AJ-MANUALCALLPOINT-VERMELHO / AZUL / AMARELO / BRANCO / VERDE</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Material</strong></td><td  >Plástico ABS</td></tr></tbody></table>";"<ul class=""article_list""><li>Ferramenta de reposição do botão de alarme</li></ul>";Ferramenta de reposição do botão de alarme - Compatível com AJ-MANUALCALLPOINT - Pack de 10 unidades - Plástico ABS;<ul><li>Ferramenta de reposição do botão de alarme</li><li>Compatível com AJ-MANUALCALLPOINT</li><li>Pack de 10 unidades</li><li>Plástico ABS</li></ul>;Peças de reposição;Ajax Wireless;5.67;7.65;12.6;4,82311E+12;1;10/07/2024 08:13;27/05/2025 07:34;"{""color"":""Preto"",""tipo"":""Bot\u00e3o de alarme de inc\u00eandio"",""categoria"":""Pe\u00e7as de reposi\u00e7\u00e3o"",""marca"":""AJAX"",""stock"":""High""}";AJ-MANUALCALLPOINT-YELLOW,AJ-MANUALCALLPOINT-WHITE,AJ-MANUALCALLPOINT-RED,AJ-MANUALCALLPOINT-GREEN,AJ-MANUALCALLPOINT-BLUE;"{""details"":[""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-KEYMCP/detalle1.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-KEYMCP/detalle1_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-KEYMCP/detalle2.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-KEYMCP/detalle2_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-KEYMCP/detalle3.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-KEYMCP/detalle3_thumb.png""]}";398
10XAJ-TAG-B;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-TAG-B/10XAJ-TAG-B.png;high;0.00;AJAX;"<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Chavero de acesso sem contato</li><li>10 unidades</li><li>Tag MIFARE DESFire®</li><li> Válido para 13 Hubs diferentes</li><li>Norma ISO 14443-А (13,56 MHz)</li><li>Máxima segurança, identificar os usuários de forma rápida e segura</li><li>Cor preto</li></ul>";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Unidades</strong></td><td  >10</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Tecnología RFID</strong></td><td  >Mifare DESFire® ( ISO 14443-А 13,56 MHz)</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Capacidade de memória</strong></td><td  >2K</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >Compatível com Ajax KeyPad Plus e KeyPad TouchScreen</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Quantidade máxima. de tags de acordo com o Hub</strong></td><td  >50 (Hub 2), 99 (Hub Plus), 200 (Hub 2 Plus)</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Quantidade máxima. de hubs vinculados</strong></td><td  >Até 13 Hubs</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Temp. funcionamento</strong></td><td  >-10ºC ~ 40ºC</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Dimensões</strong></td><td  >45 (Al) x 32 (Lg) x 6 (Fd) mm</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Peso</strong></td><td  >7 g</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Cor</strong></td><td  >Preto</td></tr></tbody></table>";"<ul class=""article_list""><li>10 Porta-chaves de acesso</li><li>Manual de instruções</li></ul>";Chavero de acesso sem contato - 10 unidades - Tecnologia Mifare DESFire® - Compatível com o KeyPad Plus e o KeyPad TouchScreen - Máxima segurança e rápida identificação do usuário - Cor preto - ;<ul><li>Chavero de acesso sem contato</li><li>10 unidades</li><li>Tecnologia Mifare DESFire®</li><li>Compatível com o KeyPad Plus e o KeyPad TouchScreen</li><li>Máxima segurança e rápida identificação do usuário</li><li>Cor preto</li><li></li></ul>;Acessórios;Ajax Wireless;29.79;40.22;66.2;;1;10/06/2021 15:33;28/05/2025 00:59;"{""gama"":""Linha de base"",""color"":""Branco"",""uso"":""Interior"",""tipo"":""Chave de acesso"",""categoria"":""Acess\u00f3rios"",""marca"":""AJAX"",""stock"":""High""}";FIBRA-KEYPADTOUCHSCREEN-B,FIBRA-KEYPADOUTDOOR-B,AJ-WL-KEYPADTOUCHSCREEN-W,AJ-WL-KEYPADPLUS-B,AJ-KEYPADTOUCHSCREEN-B,AJ-KEYPADPLUS-S-B,AJ-KEYPADPLUS-B,AJ-KEYPADCOMBI-B;"{""details"":[""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-TAG-B/detalle1.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-TAG-B/detalle1_thumb.png""]}";239
10XAJ-TAG-W;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-TAG-W/10XAJ-TAG-W.png;none;0.00;AJAX;"<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Chavero de acesso sem contato</li><li>10 unidades</li><li>Tag MIFARE DESFire®</li><li> Válido para 13 Hubs diferentes</li><li>Norma ISO 14443-А (13,56 MHz)</li><li>Máxima segurança, identificar os usuários de forma rápida e segura</li><li>Cor branco</li></ul>";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Unidades</strong></td><td  >10</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Tecnología RFID</strong></td><td  >Mifare DESFire® ( ISO 14443-А 13,56 MHz)</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Capacidade de memória</strong></td><td  >2K</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >Compatível com Ajax KeyPad Plus e KeyPad TouchScreen</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Quantidade máxima. de tags de acordo com o Hub</strong></td><td  >50 (Hub 2), 99 (Hub Plus), 200 (Hub 2 Plus)</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Quantidade máxima. de hubs vinculados</strong></td><td  >Até 13 Hubs</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Temp. funcionamento</strong></td><td  >-10 ºC ~ 40 ºC</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Dimensões</strong></td><td  >45 (Al) x 32 (Lg) x 6 (Fd) mm</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Peso</strong></td><td  >7 g</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Cor</strong></td><td  >Branco</td></tr></tbody></table>";"<ul class=""article_list""><li>10 Porta-chaves de acesso</li><li>Manual de instruções</li></ul>";Chavero de acesso sem contato - 10 unidades - Tecnologia Mifare DESFire® - Compatível com o KeyPad Plus e o KeyPad TouchScreen - Máxima segurança e rápida identificação do usuário - Cor branco - ;<ul><li>Chavero de acesso sem contato</li><li>10 unidades</li><li>Tecnologia Mifare DESFire®</li><li>Compatível com o KeyPad Plus e o KeyPad TouchScreen</li><li>Máxima segurança e rápida identificação do usuário</li><li>Cor branco</li><li></li></ul>;Acessórios;Ajax Wireless;29.79;40.22;66.2;;1;10/06/2021 15:33;27/05/2025 19:55;"{""gama"":""Linha de base"",""color"":""Branco"",""uso"":""Interior"",""tipo"":""Chave de acesso"",""categoria"":""Acess\u00f3rios"",""marca"":""AJAX"",""stock"":""nostock""}";FIBRA-KEYPADTOUCHSCREEN-W,FIBRA-KEYPADOUTDOOR-W,FIBRA-KEYPADOUTDOOR-GRA,AJ-WL-KEYPADPLUS-W,AJ-WL-KEYPADCOMBI-W,AJ-KEYPADTOUCHSCREEN-W,AJ-KEYPADPLUS-W,AJ-KEYPADPLUS-S-W,AJ-KEYPADCOMBI-W;"{""details"":[""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-TAG-W/detalle1.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/10XAJ-TAG-W/detalle1_thumb.png""]}";239
AJ-AC220V-PCB1;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-AC220V-PCB1/AJ-AC220V-PCB1.png;low;0.00;AJAX;"<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Módulo alimentação 220 VAC para Ajax Hub, Hub Plus e ReX</li><li>Fácil instalação após substituição da placa do painel</li></ul>";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >Ajax Hub, Hub Plus e ReX</td></tr></tbody></table>";"<ul class=""article_list""><li>Módulo alimentação 220 VAC para Ajax Hub, Hub Plus e ReX</li></ul>";Módulo de alimentação 220 VA - Hub, Hub Plus e ReX - Substituição fácil;<ul><li>Módulo de alimentação 220 VA</li><li>Hub, Hub Plus e ReX</li><li>Substituição fácil</li></ul>;Peças de reposição;Ajax Wireless;15.3;20.66;34;8,10032E+11;1;02/12/2020 12:29;27/05/2025 17:10;"{""tipo"":""M\u00f3dulo de alimenta\u00e7\u00e3o"",""categoria"":""Pe\u00e7as de reposi\u00e7\u00e3o"",""marca"":""AJAX"",""stock"":""Low""}";AJ-REX-W,AJ-REX-W,AJ-REX-B,AJ-REX-B,AJ-HUBPLUS-W,AJ-HUBPLUS-B,AJ-HUB-W,AJ-HUB-B;[];398
AJ-AC220V-PCB2;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-AC220V-PCB2/AJ-AC220V-PCB2.png;high;0.00;AJAX;"<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Módulo de alimentação 220 VAC para Ajax Hub 2, Hub 2 Plus e ReX 2</li><li>Fácil instalação após substituição da placa do painel</li></ul>";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >Ajax Hub2, Hub 2 Plus Y ReX 2</td></tr></tbody></table>";"<ul class=""article_list""><li>Módulo de alimentação de 220 V para Ajax Hub 2 e Hub 2 Plus</li></ul>";Módulo de alimentação 220 VA - Compatível com Ajax Hub 2, Hub 2 Plus e ReX 2 - Substituição fácil;<ul><li>Módulo de alimentação 220 VA</li><li>Compatível com Ajax Hub 2, Hub 2 Plus e ReX 2</li><li>Substituição fácil</li></ul>;Peças de reposição;Ajax Wireless;15.3;20.66;34;4,82311E+12;1;02/12/2020 12:29;27/05/2025 07:00;"{""tipo"":""M\u00f3dulo de alimenta\u00e7\u00e3o"",""categoria"":""Pe\u00e7as de reposi\u00e7\u00e3o"",""marca"":""AJAX"",""stock"":""High""}";AJ-REX2-W,AJ-REX2-W,AJ-REX2-B,AJ-REX2-B,AJ-HUB2PLUS-W,AJ-HUB2PLUS-B,AJ-HUB2-W,AJ-HUB2-B,AJ-HUB2-4G-W,AJ-HUB2-4G-B;"{""details"":[""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-AC220V-PCB2/detalle1.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-AC220V-PCB2/detalle1_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-AC220V-PCB2/detalle2.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-AC220V-PCB2/detalle2_thumb.png""]}";398
AJ-BATTERYKIT-12M;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BATTERYKIT-12M/AJ-BATTERYKIT-12M.png;high;0.00;AJAX;"<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Kit de alarme autónomo com bateria e Hub 2</li><li>Inclui AJ-HUB2-DC6V-W e longa duração da bateria</li><li>Fácil instalação</li><li>Duração até 12 meses</li><li>Essencial seguir o guia para assegurar a durabilidade (Guia de Configuração de Cubos Autónomos)</li></ul>";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-header""><td  colspan=""2""><h3>AJ-HUB2-DC6V-W</h3></td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Frequência</strong></td><td  >868 MHz. Protocolo via rádio Jeweller</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Segurança interna</strong></td><td  >Tamper anti-abertura</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Comunicação </strong></td><td  >Ethernet/ Dual SIM 2G (GPRS)</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Dispositivos máximos</strong></td><td  >100 (max. 10 sirenes)</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Integração de vídeo</strong></td><td  >Até 25 Câmaras IP ou canais dp gravador</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Comunicação com CRA</strong></td><td  >Contact ID / SIA</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Número de usuários</strong></td><td  >Até 50</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >Não compatível com ocBridge e uartBridge</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Material</strong></td><td  >Plástico ABS</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Tensão de entrada</strong></td><td  >4.2~10 VDC</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Corrente de entrada máxima</strong></td><td  >2.2 A (@4.2 VDC) / 0.8 A (@10 VDC)</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Corrente de saída</strong></td><td  >1.5 A</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Dimensões</strong></td><td  >163 (Al) x 163 (An) x 36 (An) mm</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Temperatura</strong></td><td  >+5º C ~ 40º C</td></tr><tr align=""left"" valign=""middle"" class=""table-header""><td  colspan=""2""><h3>Longa duração da bateria</h3></td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Tensão nominal</strong></td><td  >7.5 V</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Capacidade nominal</strong></td><td  >3200 Wh</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Dimensões</strong></td><td  >158 (Al) x 260 (Lg) x 221.6 (Fd) mm</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Peso</strong></td><td  >6 kg</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Garantia</strong></td><td  >As garantias ligadas ao consumo real do produto não são aplicáveis</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Como usar</strong></td><td  >Retire o autocolante amarelo da superfície e aguarde vários minutos antes de ligar</td></tr></tbody></table>";"<ul class=""article_list""><li>AJ-HUB2-DC6V-W</li><li>Bateria de ar de zinco de longa duração</li></ul>";Kit de alarme autônomo - Hub 2 de 6V e bateria de longa duração - Fácil instalação - Duração até 12 meses - Bateria não recarregável - Ideal para alojamentos vagos;<ul><li>Kit de alarme autônomo</li><li>Hub 2 de 6V e bateria de longa duração</li><li>Fácil instalação</li><li>Duração até 12 meses</li><li>Bateria não recarregável</li><li>Ideal para alojamentos vagos</li></ul>;Kits;Ajax Wireless;184.5;249.08;410;;1;22/09/2021 10:14;27/05/2025 17:06;"{""alimentacion"":""6 VDC"",""comunicacion-sim"":""2G"",""color"":""Branco"",""compatibilidad-con-pircam"":""Sim"",""numero-de-dispositivos"":""100"",""tipo"":""Hub 2"",""categoria"":""Kits"",""marca"":""AJAX"",""stock"":""High""}";YALE-LINUS-L2-S,YALE-LINUS-L2-S,YALE-LINUS-L2-S,YALE-LINUS-L2-B,YALE-LINUS-L2-B,YALE-LINUS-L2-B,WM-BOLT-WIFI-W,WM-BOLT-WIFI-W,WM-BOLT-WIFI,WM-BOLT-WIFI,BOX-403022-IP65,BOX-403022-IP65;"{""details"":[""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BATTERYKIT-12M/detalle1.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BATTERYKIT-12M/detalle1_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BATTERYKIT-12M/detalle2.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BATTERYKIT-12M/detalle2_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BATTERYKIT-12M/detalle3.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BATTERYKIT-12M/detalle3_thumb.png""]}";240
AJ-BRACKETDP-B;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BRACKETDP-B/AJ-BRACKETDP-B.png;high;0.00;AJAX;"
<ul class=""article_list""  class=""article_list""><li>Ajax</li><li>Suporte de substituição para AJ-DOORPROTECT-B, AJ-DOORPROTECTPLUS-B e AJ-GLASSPROTECT-B</li><li>Não inclui detector</li><li>Cor preto</li></ul>
";"<table class=""specs"" border=""0"" cellspacing=""0"" cellpadding=""0"" style=""><tbody><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Marca</strong></td><td  >Ajax</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Modelo</strong></td><td  >AJ-BRACKETDP-B: Suporte de substituição</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Compatibilidade</strong></td><td  >AJ-DOORPROTECT-B, AJ-DOORPROTECTPLUS-B e AJ-GLASSPROTECT-B</td></tr><tr align=""left"" valign=""middle"" class=""table-data""><td  ><strong>Material</strong></td><td  >Plástico ABS</td></tr></tbody></table>";"<ul class=""article_list""><li>Suporte do detector Ajax</li></ul>";Suporte de contacto magnético - AJ-DOORPROTECT-B, AJ-DOORPROTECTPLUS-B - AJ-GLASSPROTECT-B - Plástico ABS - Cor preto;<ul><li>Suporte de contacto magnético</li><li>AJ-DOORPROTECT-B, AJ-DOORPROTECTPLUS-B</li><li>AJ-GLASSPROTECT-B</li><li>Plástico ABS</li><li>Cor preto</li></ul>;Peças de reposição;Ajax Wireless;2.7;3.65;6;8,56963E+11;1;24/10/2019 09:40;27/05/2025 07:34;"{""color"":""Preto"",""tipo"":""Contacto magn\u00e9tico"",""categoria"":""Pe\u00e7as de reposi\u00e7\u00e3o"",""marca"":""AJAX"",""stock"":""High""}";;"{""details"":[""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BRACKETDP-B/detalle1.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BRACKETDP-B/detalle1_thumb.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BRACKETDP-B/detalle2.png"",""https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-BRACKETDP-B/detalle2_thumb.png""]}";398
